species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Marsh Wren,single-season,summer,,May 1-7,July 1-7,October 8-14,,,,,,,,,,,
Carolina Wren,resident,year-round,year-round,,,,,,,,,,,,,,
European Starling,resident,year-round,year-round,,,,,,,,,,,,,,
Gray Catbird,single-season,summer,,May 1-7,May 15-21,October 8-14,,,,,,,,,,,
Brown Thrasher,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,July 8-14,September 8-14,September 22-30,October 1-7,,,,,
Northern Mockingbird,two-passage-migrant,two-passage,,,,,May 1-7,June 8-14,July 1-7,December 1-7,January 22-31,February 15-21,,,,,
Eastern Bluebird,resident,year-round,year-round,,,,,,,,,,,,,,
Varied Thrush,vagrant,irregular,irregular,,February 15-21,,,,,,,,,,,February 15-21,December 8-14
Veery,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,September 1-7,September 1-7,September 8-14,,,,,
Gray-cheeked Thrush,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,September 1-7,September 22-30,October 1-7,,,,,
Swainson's Thrush,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,September 1-7,September 8-14,October 8-14,,,,,
Hermit Thrush,two-passage-migrant,two-passage,,,,,April 1-7,April 15-21,May 1-7,October 1-7,October 15-21,November 1-7,,,,,
Wood Thrush,single-season,summer,,May 1-7,May 15-21,July 15-21,,,,,,,,,,,
American Robin,resident,year-round,year-round,,,,,,,,,,,,,,
Bohemian Waxwing,vagrant,irregular,irregular,,January 8-14,,,,,,,,,,,January 8-14,January 15-21
Cedar Waxwing,single-season,summer,,May 8-14,July 1-7,November 22-30,,,,,,,,,,,
House Sparrow,resident,year-round,year-round,,,,,,,,,,,,,,
American Pipit,single-season,summer,,September 22-30,November 1-7,November 22-30,,,,,,,,,,,
Evening Grosbeak,vagrant,irregular,irregular,,October 22-31,,,,,,,,,,,January 1-7,December 22-31
Pine Grosbeak,vagrant,irregular,irregular,,January 1-7,,,,,,,,,,,,
House Finch,resident,year-round,year-round,,,,,,,,,,,,,,
Purple Finch,two-passage-migrant,two-passage,,,,,April 15-21,May 1-7,May 1-7,September 15-21,October 22-31,November 22-30,,,,,
Redpoll,vagrant,irregular,irregular,,January 22-31,,,,,,,,,,,January 1-7,December 22-31
Red Crossbill,vagrant,irregular,irregular,,March 22-31,,,,,,,,,,,March 22-31,December 8-14
White-winged Crossbill,vagrant,irregular,irregular,,February 1-7,,,,,,,,,,,January 1-7,December 15-21
European Goldfinch,vagrant,irregular,irregular,,December 22-31,,,,,,,,,,,January 1-7,December 22-31
Gray-crowned Goldfinch,vagrant,irregular,irregular,,November 15-21,,,,,,,,,,,,
Pine Siskin,single-season,winter,,,,,,,,,,,October 1-7,October 22-31,May 8-14,,
American Goldfinch,resident,year-round,year-round,,,,,,,,,,,,,,
Lapland Longspur,two-passage-migrant,two-passage,,,,,January 1-7,February 8-14,February 8-14,November 22-30,November 22-30,November 22-30,,,,,
Snow Bunting,single-season,winter,,,,,,,,,,,November 15-21,February 8-14,February 8-14,,
Bachman's Sparrow,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,May 8-14
Grasshopper Sparrow,single-season,summer,,May 22-31,July 8-14,July 15-21,,,,,,,,,,,
Chipping Sparrow,single-season,summer,,April 8-14,May 1-7,October 15-21,,,,,,,,,,,
Clay-colored Sparrow,single-season,summer,,May 1-7,June 15-21,July 1-7,,,,,,,,,,,
Field Sparrow,single-season,summer,,April 1-7,June 1-7,October 22-31,,,,,,,,,,,
Lark Sparrow,vagrant,irregular,irregular,,January 8-14,,,,,,,,,,,January 8-14,November 22-30
American Tree Sparrow,single-season,winter,,,,,,,,,,,October 22-31,January 15-21,April 15-21,,
Fox Sparrow,single-season,winter,,,,,,,,,,,October 8-14,April 1-7,April 15-21,,
Dark-eyed Junco,single-season,winter,,,,,,,,,,,October 8-14,February 15-21,April 22-30,,
White-crowned Sparrow,two-passage-migrant,two-passage,,,,,April 22-30,May 8-14,May 15-21,October 1-7,October 8-14,November 1-7,,,,,
Golden-crowned Sparrow,vagrant,irregular,irregular,,November 1-7,,,,,,,,,,,January 1-7,December 22-31
Harris's Sparrow,vagrant,irregular,irregular,,January 1-7,,,,,,,,,,,January 1-7,December 22-31
White-throated Sparrow,single-season,winter,,,,,,,,,,,September 22-30,October 8-14,May 15-21,,
Vesper Sparrow,vagrant,irregular,irregular,,July 1-7,,,,,,,,,,,March 22-31,December 22-31
Nelson's Sparrow,vagrant,irregular,irregular,,October 8-14,,,,,,,,,,,October 8-14,October 8-14
Savannah Sparrow,single-season,summer,,April 8-14,June 15-21,August 8-14,,,,,,,,,,,
Henslow's Sparrow,two-passage-migrant,two-passage,,,,,April 22-30,April 22-30,April 22-30,June 15-21,June 22-30,June 22-30,,,,,
Song Sparrow,resident,year-round,year-round,,,,,,,,,,,,,,
Lincoln's Sparrow,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 15-21,October 1-7,October 22-31,,,,,
Swamp Sparrow,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,July 22-31,September 22-30,October 8-14,February 1-7,,,,,
Green-tailed Towhee,vagrant,irregular,irregular,,December 8-14,,,,,,,,,,,January 15-21,December 22-31
Spotted Towhee,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
Eastern Towhee,two-passage-migrant,two-passage,,,,,March 22-31,April 22-30,August 15-21,October 1-7,October 8-14,November 1-7,,,,,
Yellow-breasted Chat,single-season,summer,,May 15-21,June 1-7,July 8-14,,,,,,,,,,,
Yellow-headed Blackbird,vagrant,irregular,irregular,,June 8-14,,,,,,,,,,,June 8-14,October 1-7
Bobolink,two-passage-migrant,two-passage,,,,,May 1-7,June 8-14,July 8-14,September 1-7,September 1-7,September 1-7,,,,,
Western Meadowlark,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,March 22-31,August 1-7
Eastern Meadowlark,single-season,summer,,March 1-7,June 1-7,August 1-7,,,,,,,,,,,
Orchard Oriole,single-season,summer,,May 1-7,May 15-21,July 15-21,,,,,,,,,,,
Baltimore Oriole,single-season,summer,,May 1-7,May 8-14,August 22-31,,,,,,,,,,,
Red-winged Blackbird,single-season,summer,,February 22-28,April 22-30,November 8-14,,,,,,,,,,,
Brown-headed Cowbird,single-season,summer,,March 15-21,May 1-7,July 22-31,,,,,,,,,,,
Rusty Blackbird,two-passage-migrant,two-passage,,,,,March 15-21,April 15-21,May 1-7,October 1-7,October 22-31,November 15-21,,,,,
Brewer's Blackbird,vagrant,irregular,irregular,,June 8-14,,,,,,,,,,,June 8-14,November 8-14
Common Grackle,single-season,summer,,February 22-28,May 15-21,November 1-7,,,,,,,,,,,
Ovenbird,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 22-31,September 1-7,September 8-14,September 22-30,,,,,
Worm-eating Warbler,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 8-14,April 22-30
Louisiana Waterthrush,vagrant,irregular,irregular,,April 8-14,,,,,,,,,,,April 8-14,May 15-21
Northern Waterthrush,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 22-31,September 1-7,September 8-14,September 8-14,,,,,
Golden-winged Warbler,single-season,summer,,May 1-7,May 8-14,May 15-21,,,,,,,,,,,
Blue-winged Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,July 1-7,September 1-7,September 1-7,September 1-7,,,,,
Black-and-white Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,August 15-21,September 8-14,September 22-30,,,,,
Prothonotary Warbler,single-season,summer,,April 22-30,May 8-14,June 22-30,,,,,,,,,,,
Tennessee Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 8-14,October 1-7,,,,,
Orange-crowned Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 22-30,October 8-14,October 22-31,,,,,
Nashville Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 8-14,May 15-21,August 22-31,September 8-14,October 8-14,,,,,
Virginia's Warbler,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,May 8-14
Connecticut Warbler,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 22-31,September 22-30,September 22-30,September 22-30,,,,,
Mourning Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 1-7,September 8-14,,,,,
Kentucky Warbler,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,May 8-14,May 22-31
Common Yellowthroat,single-season,summer,,April 22-30,May 15-21,October 8-14,,,,,,,,,,,
Hooded Warbler,single-season,summer,,April 22-30,April 22-30,May 22-31,,,,,,,,,,,
American Redstart,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 8-14,September 22-30,,,,,
Kirtland's Warbler,vagrant,irregular,irregular,,October 1-7,,,,,,,,,,,May 1-7,October 1-7
Cape May Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 15-21,September 8-14,September 22-30,,,,,
Cerulean Warbler,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 1-7,June 22-30
Northern Parula,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 1-7,September 15-21,September 22-30,,,,,
Magnolia Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 8-14,October 1-7,,,,,
Bay-breasted Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 8-14,September 22-30,,,,,
Blackburnian Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 15-21,September 1-7,September 22-30,,,,,
Northern Yellow Warbler,single-season,summer,,April 22-30,May 8-14,August 1-7,,,,,,,,,,,
Chestnut-sided Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 8-14,September 22-30,,,,,
Blackpoll Warbler,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 22-31,September 1-7,September 8-14,October 8-14,,,,,
Black-throated Blue Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 22-31,September 8-14,October 8-14,,,,,
Palm Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,September 8-14,October 1-7,October 15-21,,,,,
Pine Warbler,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,May 8-14,September 1-7,September 15-21,October 1-7,,,,,
Yellow-rumped Warbler,two-passage-migrant,two-passage,,,,,April 8-14,May 1-7,May 15-21,September 8-14,October 8-14,November 1-7,,,,,
Yellow-throated Warbler,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,June 1-7
Prairie Warbler,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 1-7,September 22-30
Black-throated Gray Warbler,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,April 22-30
Black-throated Green Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,August 22-31,September 8-14,October 1-7,,,,,
Canada Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 15-21,September 1-7,September 8-14,,,,,
Wilson's Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 8-14,September 22-30,,,,,
Summer Tanager,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,April 22-30,May 22-31
Scarlet Tanager,single-season,summer,,May 1-7,May 15-21,June 1-7,,,,,,,,,,,
Northern Cardinal,resident,year-round,year-round,,,,,,,,,,,,,,
Rose-breasted Grosbeak,single-season,summer,,May 1-7,May 8-14,July 15-21,,,,,,,,,,,
Blue Grosbeak,single-season,summer,,June 1-7,July 8-14,July 15-21,,,,,,,,,,,
Indigo Bunting,single-season,summer,,May 1-7,May 15-21,August 22-31,,,,,,,,,,,
Dickcissel,single-season,summer,,June 1-7,June 22-30,July 15-21,,,,,,,,,,,
